,id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
81,81,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,36635,192.168.104.216,b2:61:29:ed:05:ca,b2:61:29,53,17,4,0,0,1681038644722,1681038644763,41,2,410,1681038644722,1681038644722,0,1,89,1681038644763,1681038644763,0,1,321,89,205.0,164.048773235279,321,89,89.0,0.0,89,321,321.0,0.0,321,41,41.0,0.0,41,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.UbuntuONE,Network,0,6,connectivity-check.ubuntu.com,,,,
82,82,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,44062,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681038360136,1681038624507,264371,34027,35206638,1681038360136,1681038624507,264371,11428,900892,1681038360251,1681038624507,264256,22599,34305746,54,1034.6677050577416,788.3385789701068,2522,54,78.83199159958018,57.85838762555339,1294,66,1518.0205318819387,488.2672106909262,2522,0,7.769676130018155,76.29645070036567,8967,0,23.135643651002017,131.84009608533518,8967,0,11.693778210461131,97.9610293733531,9082,2,0,0,0,34024,15441,2,2,1,0,0,0,11425,211,2,1,1,0,0,0,22599,15230,0,1,TLS,Web,1,1,,,,,
83,83,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,60730,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681038360137,1681038360451,314,9,1273,1681038360137,1681038360451,314,6,724,1681038360258,1681038360451,193,3,549,54,141.44444444444443,152.1406512993085,410,54,120.66666666666669,141.95586168477394,410,66,183.0,195.76261134343295,409,0,39.25,49.21019058226515,121,0,62.8,48.87944353202069,121,27,96.5,98.2878425849301,166,2,0,0,0,6,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,3,1,0,1,HTTP,Web,0,6,149.154.167.222,,,Mozilla/5.0,
84,84,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,34894,185.125.190.48,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681038434769,1681038435137,368,10,964,1681038434769,1681038435021,252,6,503,1681038434897,1681038435137,240,4,461,66,96.4,61.75255280373256,255,66,83.83333333333334,34.2602782631237,153,66,115.25,93.24296220090822,255,0,40.888888888888886,57.394347379433725,128,0,50.4,61.73167744359455,128,18,80.0,53.925875050851054,116,2,0,0,0,9,2,0,2,1,0,0,0,5,1,0,1,1,0,0,0,4,1,0,1,HTTP.UbuntuONE,Cloud,0,6,connectivity-check.ubuntu.com,,,,
85,85,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,60750,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681038561558,1681038562995,1437,9,1253,1681038561558,1681038562995,1437,6,748,1681038562242,1681038562995,753,3,505,54,139.22222222222223,148.7395187717254,434,54,124.66666666666669,151.74012872891163,434,66,168.33333333333334,170.36529380520358,365,0,179.62500000000003,272.0918634264118,684,0,287.4,301.9657265320023,685,235,376.5,200.11121907579292,518,2,0,0,0,6,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,3,1,0,1,HTTP,Web,0,6,149.154.167.222,,,Mozilla/5.0,
86,86,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,49608,149.154.167.41,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681038608292,1681038609820,1528,7,784,1681038608292,1681038609820,1528,5,515,1681038608986,1681038609820,834,2,269,54,112.0,79.39563380102628,255,54,103.0,85.27015890685323,255,74,134.5,85.55992052357225,195,0,254.66666666666669,313.7276950902911,694,0,382.0,314.93914756134507,694,834,834.0,0.0,834,2,0,0,0,5,2,1,1,1,0,0,0,3,1,1,1,1,0,0,0,2,1,0,0,TLS,Web,1,1,,,,,
87,87,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,37448,149.154.167.51,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681038608292,1681038615776,7484,3,202,1681038608292,1681038615776,7484,2,128,1681038615776,1681038615776,0,1,74,54,67.33333333333333,11.547005383792513,74,54,64.0,14.142135623730953,74,74,74.0,0.0,74,0,3742.0,5291.987150400122,7484,7484,7484.0,0.0,7484,0,0.0,0.0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,TLS,Web,1,1,,,,,
88,88,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,48908,149.154.167.51,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681038686208,1681038686506,298,9,896,1681038686208,1681038686506,298,6,577,1681038686303,1681038686506,203,3,319,54,99.55555555555554,72.33621346032551,263,54,96.16666666666666,82.09851805402255,263,66,106.33333333333331,63.05817419917368,179,0,37.25000000000001,46.674404120459855,101,0,59.6,46.33896848226124,101,20,101.5,115.25840533340724,183,2,0,0,0,6,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,3,1,0,1,TLS,Web,1,1,,,,,
89,89,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,45766,149.154.167.51,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681038686209,1681038686493,284,9,1340,1681038686209,1681038686493,284,6,815,1681038686303,1681038686493,190,3,525,54,148.88888888888889,169.39852747621836,501,54,135.83333333333331,179.06246582314975,501,66,175.0,181.9093180680968,385,0,35.50000000000001,46.13644360558612,101,0,56.8,47.03934523353827,101,76,95.0,26.87005768508881,114,2,0,0,0,6,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,3,1,0,1,HTTP,Web,0,6,149.154.167.51,,,Mozilla/5.0,
90,90,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,57576,149.154.167.41,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681038686209,1681038686499,290,9,1279,1681038686209,1681038686499,290,6,831,1681038686303,1681038686499,196,3,448,54,142.11111111111111,162.11295787539967,517,54,138.5,185.58852335206507,517,66,149.33333333333334,137.46757193365036,308,0,36.24999999999999,46.625406930434096,100,1,58.0,47.19639816765682,100,13,98.0,120.20815280171308,183,2,0,0,0,6,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,3,1,0,1,HTTP,Web,0,6,149.154.167.41,,,Mozilla/5.0,
91,91,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,50278,192.168.104.216,b2:61:29:ed:05:ca,b2:61:29,53,17,4,0,0,1681038734723,1681038734776,53,2,386,1681038734723,1681038734723,0,1,89,1681038734776,1681038734776,0,1,297,89,193.0,147.07821048680188,297,89,89.0,0.0,89,297,297.0,0.0,297,53,53.0,0.0,53,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.UbuntuONE,Network,0,6,connectivity-check.ubuntu.com,,,,
92,92,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,56920,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681038807217,1681038807560,343,9,1297,1681038807217,1681038807560,343,6,808,1681038807344,1681038807560,216,3,489,54,144.11111111111114,161.54600307996208,494,54,134.66666666666669,176.20745349350764,494,66,163.0,161.13038198924497,349,0,42.875,57.2374440379722,127,0,68.6,59.39107677084159,127,102,108.0,8.48528137423857,114,2,0,0,0,6,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,3,1,0,1,HTTP,Web,0,6,149.154.167.222,,,Mozilla/5.0,
93,93,0,192.168.104.216,b2:61:29:ed:05:ca,b2:61:29,0,224.0.0.22,01:00:5e:00:00:16,01:00:5e,0,2,4,0,0,1681038680036,1681038680345,309,2,108,1681038680036,1681038680345,309,2,108,0,0,0,0,0,54,54.0,0.0,54,54,54.0,0.0,54,0,0.0,0.0,0,309,309.0,0.0,309,309,309.0,0.0,309,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
94,94,0,fe80::8917:99c6:f698:cbf4,28:c6:3f:b7:6a:65,28:c6:3f,5353,ff02::fb,33:33:00:00:00:fb,33:33:00,5353,17,6,0,0,1681038800663,1681039283791,483128,64,12648,1681038800663,1681039283791,483128,64,12648,0,0,0,0,0,93,197.625,20.385569125521823,260,93,197.625,20.385569125521823,260,0,0.0,0.0,0,4,7668.698412698412,14793.07551136671,66463,4,7668.698412698412,14793.07551136671,66463,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDNS,Network,0,6,9feff150-965c-4c6b-991a-53c7987d2514.local,,,,
95,95,0,192.168.104.179,28:c6:3f:b7:6a:65,28:c6:3f,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1681038800459,1681039283586,483127,61,10825,1681038800459,1681039283586,483127,61,10825,0,0,0,0,0,73,177.45901639344257,20.81471736575814,240,73,177.45901639344257,20.81471736575814,240,0,0.0,0.0,0,4,8052.116666666667,15284.534782862416,66664,4,8052.116666666667,15284.534782862416,66664,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDNS,Network,0,6,9feff150-965c-4c6b-991a-53c7987d2514.local,,,,
96,96,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,41408,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681038807216,1681038839030,31814,1214,1066143,1681038807216,1681038839030,31814,476,39500,1681038807340,1681038839030,31690,738,1026643,54,878.2067545304783,716.2389510777115,2522,54,82.98319327731102,71.13870610584009,804,66,1391.115176151762,411.3394561452318,2522,0,26.22753503709808,75.3601649130204,1008,0,66.97684210526315,119.04164382555464,1008,0,42.998643147896914,111.8853438176776,1434,2,0,0,0,1204,200,9,1,1,0,0,0,466,15,9,1,1,0,0,0,738,185,0,0,TLS,Web,1,1,,,,,
97,97,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,34188,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681038911641,1681038915459,3818,228,221567,1681038911641,1681038915459,3818,104,9080,1681038911770,1681038915459,3689,124,212487,54,971.7850877192988,960.118734556434,2522,54,87.30769230769229,103.90633169107954,724,66,1713.6048387096776,689.9211197819008,2522,0,16.81938325991189,47.06489563770284,342,0,37.06796116504855,65.83882014404011,345,0,29.991869918699177,63.53990561443365,342,2,0,0,0,215,90,12,1,1,0,0,0,91,6,12,1,1,0,0,0,124,84,0,0,TLS,Web,1,1,,,,,
98,98,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,49906,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681038911642,1681038912010,368,9,1312,1681038911642,1681038912010,368,6,864,1681038911773,1681038912010,237,3,448,54,145.77777777777777,171.7394667641787,550,54,144.0,199.04974252683675,550,66,149.33333333333334,137.46757193365036,308,0,46.0,62.555118552704045,131,1,73.6,65.64145031913905,131,118,118.5,0.7071067811865476,119,2,0,0,0,6,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,3,1,0,1,HTTP,Web,0,6,149.154.167.222,,,Mozilla/5.0,
99,99,0,192.168.104.216,b2:61:29:ed:05:ca,b2:61:29,0,224.0.0.22,01:00:5e:00:00:16,01:00:5e,0,2,4,0,0,1681039179341,1681039225835,46494,8,432,1681039179341,1681039225835,46494,8,432,0,0,0,0,0,54,54.0,0.0,54,54,54.0,0.0,54,0,0.0,0.0,0,3,6642.0,12094.726481680627,32564,3,6642.0,12094.726481680627,32564,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IGMP,Network,0,6,,,,,
100,100,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,49716,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681038941745,1681038942199,454,9,1261,1681038941745,1681038942199,454,6,808,1681038941876,1681038942199,323,3,453,66,140.11111111111114,147.8685602523779,470,66,134.66666666666669,164.3102755967096,470,66,151.0,140.3531260784739,313,0,56.75,84.48795349465085,219,0,90.8,92.88272175167997,219,104,161.5,81.31727983645297,219,2,0,0,0,8,2,0,2,1,0,0,0,5,1,0,1,1,0,0,0,3,1,0,1,HTTP,Web,0,6,149.154.167.222,,,Mozilla/5.0,
101,101,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,35196,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681038944793,1681038945991,1198,9,1201,1681038944793,1681038945991,1198,6,716,1681038945227,1681038945991,764,3,485,54,133.44444444444446,137.02838311013443,402,54,119.33333333333334,138.6948689269602,402,66,161.66666666666666,158.82170296698538,345,0,149.75,186.78157602626965,434,0,239.6,184.7777042827408,434,334,382.0,67.88225099390856,430,2,0,0,0,6,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,3,1,0,1,HTTP,Web,0,6,149.154.167.222,,,Mozilla/5.0,
102,102,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,35226,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681038951026,1681038951888,862,9,1405,1681038951026,1681038951888,862,6,928,1681038951369,1681038951888,519,3,477,66,156.11111111111111,185.4268349271785,590,66,154.66666666666669,213.2929128374093,590,66,159.0,154.20440979427275,337,0,107.75,152.04768988708773,343,0,172.4,162.86589575475892,343,225,259.5,48.79036790187178,294,2,0,0,0,8,2,0,2,1,0,0,0,5,1,0,1,1,0,0,0,3,1,0,1,HTTP,Web,0,6,149.154.167.222,,,Mozilla/5.0,
103,103,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,55548,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681038954458,1681038955613,1155,4,276,1681038954458,1681038955613,1155,3,202,1681038955613,1681038955613,0,1,74,54,69.0,10.0,74,54,67.33333333333333,11.547005383792513,74,74,74.0,0.0,74,0,385.0,549.2731560890264,1014,141,577.5,617.304219975856,1014,0,0.0,0.0,0,3,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,TLS,Web,1,1,,,,,
104,104,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,38266,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681038967653,1681038969001,1348,9,1192,1681038967653,1681038969001,1348,6,675,1681038968009,1681038969001,992,3,517,54,132.44444444444446,134.3634168134235,377,54,112.5,121.9864746601032,361,66,172.33333333333334,177.29166177046605,377,0,168.5,217.35159140368464,593,1,269.6,220.4592932947033,593,210,496.0,404.4650788387052,782,2,0,0,0,6,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,3,1,0,1,HTTP,Web,0,6,149.154.167.222,,,Mozilla/5.0,
105,105,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,58538,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681038968603,1681039019390,50787,832,746912,1681038968603,1681039019390,50787,329,24355,1681038969001,1681039019390,50389,503,722557,66,897.730769230768,763.371330242833,6206,66,74.02735562310033,48.69419112572248,459,66,1436.4950298210724,477.0617233896003,6206,0,61.11552346570398,1091.606960088176,29765,0,154.83841463414635,1747.2512798599985,30000,0,100.3764940239044,1421.867246528928,30111,2,0,0,0,831,118,0,2,1,0,0,0,328,9,0,1,1,0,0,0,503,109,0,1,TLS,Web,1,1,,,,,
106,106,0,192.168.104.179,28:c6:3f:b7:6a:65,28:c6:3f,58292,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,1900,17,4,0,0,1681038982433,1681038986007,3574,4,844,1681038982433,1681038986007,3574,4,844,0,0,0,0,0,211,211.0,0.0,211,211,211.0,0.0,211,0,0.0,0.0,0,1004,1191.3333333333333,221.63333082669075,1436,1004,1191.3333333333333,221.63333082669075,1436,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,,,,
107,107,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,47944,192.168.104.216,b2:61:29:ed:05:ca,b2:61:29,53,17,4,0,0,1681039000357,1681039000615,258,2,355,1681039000357,1681039000357,0,1,77,1681039000615,1681039000615,0,1,278,77,177.5,142.12846301849606,278,77,77.0,0.0,77,278,278.0,0.0,278,258,258.0,0.0,258,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,www.jetbrains.com,,,,
108,108,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,40029,192.168.104.216,b2:61:29:ed:05:ca,b2:61:29,53,17,4,0,0,1681039002452,1681039002739,287,2,363,1681039002452,1681039002452,0,1,81,1681039002739,1681039002739,0,1,282,81,181.5,142.12846301849606,282,81,81.0,0.0,81,282,282.0,0.0,282,287,287.0,0.0,287,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,plugins.jetbrains.com,,,,
109,109,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,44584,108.157.229.27,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681039002784,1681039013774,10990,26,9577,1681039002784,1681039013774,10990,13,1867,1681039003025,1681039013774,10749,13,7710,66,368.3461538461539,505.8273968307919,1454,66,143.6153846153846,156.76603504455213,560,66,593.0769230769231,631.6990925984804,1454,0,439.6,1993.8249463447555,10002,0,915.8333333333334,2863.7009377038767,10002,0,895.75,2953.8255049403924,10273,2,0,0,0,25,11,0,2,1,0,0,0,12,6,0,1,1,0,0,0,13,5,0,1,TLS,Web,0,6,plugins.jetbrains.com,8bd06f4341a65d44a68bd2cef7cbedc6,f4febc55ea12b31ae17cfb7e614afda8,,
110,110,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,33208,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681039197263,1681039234301,37038,1942,1974472,1681039197263,1681039234084,36821,766,59885,1681039197571,1681039234301,36730,1176,1914587,54,1016.7209062821872,885.7671877746892,4978,66,78.17885117493464,45.92315971156778,507,54,1628.050170068026,588.5610205642491,4978,0,19.081916537867087,254.83357210498957,10064,0,48.132026143790846,413.56359258489744,10064,0,31.259574468085106,349.1340782923256,10705,2,0,0,0,1940,767,1,3,1,0,0,0,765,17,0,1,1,0,0,0,1175,750,1,2,TLS,Web,1,1,,,,,
111,111,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,40826,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681039197264,1681039197868,604,9,1139,1681039197264,1681039197868,604,6,703,1681039197571,1681039197868,297,3,436,66,126.55555555555556,116.95416956131908,365,66,117.16666666666669,121.45520436221192,365,66,145.33333333333334,130.54245797185425,296,0,75.5,119.03420876850006,307,0,120.8,133.99888059233928,307,91,148.5,81.31727983645297,206,2,0,0,0,8,2,0,2,1,0,0,0,5,1,0,1,1,0,0,0,3,1,0,1,HTTP,Web,0,6,149.154.167.222,,,Mozilla/5.0,
112,112,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,40836,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681039197265,1681039198678,1413,11,1311,1681039197265,1681039198585,1320,7,797,1681039197570,1681039198678,1108,4,514,66,119.18181818181816,113.57360448785464,393,66,113.85714285714285,123.12653189764931,393,66,128.5,111.7780538984882,296,0,141.29999999999998,253.12186349222736,794,1,220.0,308.94789204653915,794,93,369.33333333333337,381.0279954718988,804,2,0,0,0,10,2,0,3,1,0,0,0,6,1,0,2,1,0,0,0,4,1,0,1,HTTP,Web,0,6,149.154.167.222,,,Mozilla/5.0,
113,113,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,33248,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681039200915,1681039202634,1719,9,960,1681039200915,1681039202634,1719,6,617,1681039201585,1681039202634,1049,3,343,54,106.66666666666669,86.94107199707167,303,54,102.83333333333334,98.3675081857148,303,66,114.33333333333331,76.89169872836295,203,0,214.875,256.484718286072,670,0,343.8,245.0555039169698,671,252,524.5,385.3731957466684,797,2,0,0,0,6,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,3,1,0,1,TLS,Web,1,1,,,,,
114,114,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,40856,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681039201967,1681039203601,1634,9,1233,1681039201967,1681039203601,1634,6,740,1681039202674,1681039203601,927,3,493,54,137.0,144.48875388762963,426,54,123.33333333333331,148.47850573960753,426,66,164.33333333333334,163.4390814136366,353,0,204.25,292.186217529653,707,0,326.8,315.18359728894524,707,414,463.5,70.0035713374682,513,2,0,0,0,6,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,3,1,0,1,HTTP,Web,0,6,149.154.167.222,,,Mozilla/5.0,
115,115,0,fe80::8917:99c6:f698:cbf4,28:c6:3f:b7:6a:65,28:c6:3f,0,ff02::16,33:33:00:00:00:16,33:33:00,0,58,6,0,0,1681039212926,1681039213156,230,5,450,1681039212926,1681039213156,230,5,450,0,0,0,0,0,90,90.0,0.0,90,90,90.0,0.0,90,0,0.0,0.0,0,4,57.5,93.38986383257377,197,4,57.5,93.38986383257377,197,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMPV6,Network,0,6,,,,,
116,116,0,192.168.104.179,28:c6:3f:b7:6a:65,28:c6:3f,59842,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,1900,17,4,0,0,1681039222553,1681039225627,3074,3,633,1681039222553,1681039225627,3074,3,633,0,0,0,0,0,211,211.0,0.0,211,211,211.0,0.0,211,0,0.0,0.0,0,1128,1537.0,578.4133470105959,1946,1128,1537.0,578.4133470105959,1946,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,,,,
117,117,0,192.168.104.187,d4:3a:2c:85:a6:56,d4:3a:2c,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1681038093887,1681039475078,1381191,65,6695,1681038093887,1681039475078,1381191,65,6695,0,0,0,0,0,103,103.0,0.0,103,103,103.0,0.0,103,0,0.0,0.0,0,18845,21581.109375000004,5454.269410046687,40704,18845,21581.109375000004,5454.269410046687,40704,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDNS,Network,0,6,_f3514b38._sub._googlecast._tcp.local,,,,
118,118,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,39876,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681038100648,1681038144286,43638,989,858988,1681038100648,1681038144286,43638,464,36255,1681038100748,1681038144286,43538,525,822733,66,868.5419615773518,857.0025696349602,2522,66,78.13577586206894,50.35705012231085,523,66,1567.110476190476,583.4660184123389,2522,0,44.16801619433199,576.5939504515961,14852,0,94.25053995680346,845.6224339090273,14999,0,83.08778625954199,803.2757098803679,15094,2,0,0,0,988,328,0,2,1,0,0,0,463,11,0,1,1,0,0,0,525,317,0,1,TLS,Web,1,1,,,,,
119,119,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,39896,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681038100648,1681038144286,43638,815,741945,1681038100648,1681038144286,43638,329,26262,1681038100748,1681038144286,43538,486,715683,66,910.3619631901828,797.19285769491,2522,66,79.8237082066869,57.48737335053556,523,66,1472.5987654320998,528.8670886354828,2522,0,53.609336609336616,632.4706642741093,14857,0,133.0426829268293,998.8231751294394,15000,0,89.76907216494844,831.3522442383676,15098,2,0,0,0,814,191,0,2,1,0,0,0,328,12,0,1,1,0,0,0,486,179,0,1,TLS,Web,1,1,,,,,
120,120,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,39926,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,443,6,4,0,0,1681038100648,1681038144286,43638,682,575676,1681038100648,1681038144286,43638,288,24041,1681038100741,1681038144285,43544,394,551635,66,844.0997067448677,753.1464817263444,2522,66,83.4756944444444,67.73780744168914,539,66,1400.0888324873088,495.6543979074989,2522,0,64.07929515418502,984.8401510472634,24942,0,152.0487804878049,1533.530972092637,25277,0,110.79898218829516,1345.6886363187173,25182,2,0,0,0,681,170,0,2,1,0,0,0,287,13,0,1,1,0,0,0,394,157,0,1,TLS,Web,1,1,,,,,
121,121,0,192.168.104.233,30:c9:ab:c2:08:7b,30:c9:ab,34344,149.154.167.222,b2:61:29:ed:05:ca,b2:61:29,80,6,4,0,0,1681038100649,1681038101037,388,9,1397,1681038100649,1681038101037,388,6,896,1681038100754,1681038101036,282,3,501,54,155.22222222222223,187.7669950881796,582,54,149.33333333333334,212.1043768210988,582,66,167.0,168.056538105484,361,0,48.5,60.65122775815365,135,0,77.6,60.62425257271219,135,121,141.0,28.284271247461906,161,2,0,0,0,6,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,3,1,0,1,HTTP,Web,0,6,149.154.167.222,,,Mozilla/5.0,
