,id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
10,10,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,53400,173.194.222.84,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680353997296,1680354006883,9587,6,469,1680353997296,1680354006883,9587,3,198,1680353997444,1680354006883,9439,3,271,66,78.16666666666666,29.802125203862,139,66,66.0,0.0,66,66,90.33333333333331,42.14656965084268,139,0,1917.4,4164.344942484952,9366,73,4793.5,6675.795121182196,9514,73,4719.5,6571.143317566586,9366,0,0,0,0,6,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,3,1,0,1,TLS,Web,0,6,,,,,
11,11,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,48762,185.199.108.154,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680353999440,1680354046521,47081,4,264,1680353999440,1680354046448,47008,2,132,1680353999518,1680354046521,47003,2,132,66,66.0,0.0,66,66,66.0,0.0,66,66,66.0,0.0,66,73,15693.666666666668,27051.458303265896,46930,47008,47008.0,0.0,47008,47003,47003.0,0.0,47003,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,TLS,Web,1,1,,,,,
12,12,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,44668,209.85.233.138,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354004743,1680354022622,17879,18,1553,1680354004743,1680354004821,78,3,723,1680354004820,1680354022622,17802,15,830,54,86.27777777777774,124.1516177220681,583,66,241.0,296.2076974016712,583,54,55.333333333333336,5.163977794943222,74,0,1051.7058823529412,2074.1897142229386,7576,1,39.0,53.74011537017761,77,0,1271.5714285714284,2236.0225578291647,7576,2,0,0,0,17,1,14,0,1,0,0,0,2,1,0,0,1,0,0,0,15,0,14,0,TLS.Google,Web,0,6,play.google.com,b9edf79cba3b0b325e3de9bd176852c4,,,
13,13,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,50219,192.168.51.147,12:79:72:a1:d2:ef,12:79:72,53,17,4,0,0,1680354008647,1680354008869,222,2,311,1680354008647,1680354008647,0,1,79,1680354008869,1680354008869,0,1,232,79,155.5,108.18733752154178,232,79,79.0,0.0,79,232,232.0,0.0,232,222,222.0,0.0,222,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS,Network,0,6,zagent2635.hola.org,,,,
14,14,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,54836,159.223.106.170,12:79:72:a1:d2:ef,12:79:72,22222,6,4,0,0,1680354008870,1680354025898,17028,15,4203,1680354008870,1680354009316,446,4,789,1680354009134,1680354025898,16764,11,3414,54,280.2,721.4331173831313,2842,66,197.25,257.1943169408427,583,54,310.3636363636364,839.6750886774328,2842,0,1216.2857142857142,2329.2947241789548,8183,1,148.66666666666666,134.4482552260658,264,0,1676.4,2647.249818207568,8183,2,0,0,0,14,2,8,0,1,0,0,0,3,1,0,0,1,0,0,0,11,1,8,0,TLS,Web,0,6,zagent2635.hola.org,15fb0eda8b1a80d863bf7bf03e16030d,4ef1b297bb817d8212165a86308bac5f,,
15,15,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,60492,157.245.8.42,12:79:72:a1:d2:ef,12:79:72,22222,6,4,0,0,1680354011548,1680354028560,17012,19,4467,1680354011548,1680354012415,867,7,987,1680354011710,1680354028560,16850,12,3480,54,235.10526315789477,445.8650636355805,1454,66,141.0,194.92648186773732,583,54,290.00000000000006,543.7405798557049,1454,0,945.1111111111112,2082.276889789548,7986,0,144.5,202.23525904253196,520,0,1531.818181818182,2528.848742735785,7986,2,0,0,0,18,2,8,0,1,0,0,0,6,1,0,0,1,0,0,0,12,1,8,0,TLS,Web,0,6,zagent2429.hola.org,ab182c560df1001636b956695223fa96,4ef1b297bb817d8212165a86308bac5f,,
16,16,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,43248,142.251.1.196,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354015732,1680354037617,21885,5,330,1680354015732,1680354037617,21885,3,198,1680354015967,1680354037617,21650,2,132,66,66.0,0.0,66,66,66.0,0.0,66,66,66.0,0.0,66,0,5471.25,10614.473558150054,21392,258,10942.5,15110.164807175332,21627,21650,21650.0,0.0,21650,0,0,0,0,5,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,1,TLS,Web,1,1,,,,,
17,17,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,34950,108.177.14.94,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354017776,1680354063020,45244,4,264,1680354017776,1680354062860,45084,2,132,1680354017856,1680354063020,45164,2,132,66,66.0,0.0,66,66,66.0,0.0,66,66,66.0,0.0,66,80,15081.333333333332,25913.82035388324,45004,45084,45084.0,0.0,45084,45164,45164.0,0.0,45164,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,TLS,Web,1,1,,,,,
18,18,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,60954,206.189.235.120,12:79:72:a1:d2:ef,12:79:72,22222,6,4,0,0,1680354018780,1680354031030,12250,18,4413,1680354018780,1680354019960,1180,7,987,1680354019006,1680354031030,12024,11,3426,54,245.16666666666669,456.5665018244716,1454,66,141.0,194.92648186773732,583,54,311.4545454545455,564.9276703501721,1454,0,720.5882352941176,1550.0766537023069,5954,0,196.66666666666663,269.980493122497,692,0,1202.4,1907.9596548261825,5954,2,0,0,0,17,2,7,0,1,0,0,0,6,1,0,0,1,0,0,0,11,1,7,0,TLS,Web,0,6,zagent2403.hola.org,5056739e4a7d957c2df718bf16159cc7,4ef1b297bb817d8212165a86308bac5f,,
19,19,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,36024,159.203.165.48,12:79:72:a1:d2:ef,12:79:72,22222,6,4,0,0,1680354020783,1680354042080,21297,18,4413,1680354020783,1680354022005,1222,7,987,1680354020984,1680354042080,21096,11,3426,54,245.16666666666669,456.5665018244716,1454,66,141.0,194.92648186773732,583,54,311.4545454545455,564.9276703501721,1454,0,1252.764705882353,2994.795934813668,10039,0,203.66666666666669,279.9004584967068,710,0,2109.6000000000004,3736.264777674207,10039,2,0,0,0,17,2,7,0,1,0,0,0,6,1,0,0,1,0,0,0,11,1,7,0,TLS,Web,0,6,zagent2450.hola.org,6a67dda80f3f84965778a8881c93bcfe,4ef1b297bb817d8212165a86308bac5f,,
20,20,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,45826,64.233.165.95,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354022896,1680354069161,46265,4,264,1680354022896,1680354068976,46080,2,132,1680354022962,1680354069161,46199,2,132,66,66.0,0.0,66,66,66.0,0.0,66,66,66.0,0.0,66,66,15421.666666666668,26493.80464058217,46014,46080,46080.0,0.0,46080,46199,46199.0,0.0,46199,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,TLS,Web,1,1,,,,,
21,21,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,45198,64.233.164.94,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354024176,1680354071121,46945,4,264,1680354024176,1680354071024,46848,2,132,1680354024235,1680354071121,46886,2,132,66,66.0,0.0,66,66,66.0,0.0,66,66,66.0,0.0,66,59,15648.333333333332,26968.615117082547,46789,46848,46848.0,0.0,46848,46886,46886.0,0.0,46886,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,TLS,Web,1,1,,,,,
22,22,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,39158,209.85.233.138,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354037612,1680354053746,16134,17,1499,1680354037612,1680354037775,163,3,723,1680354037774,1680354053746,15972,14,776,54,88.17647058823526,127.70289507980898,583,66,241.0,296.2076974016712,583,54,55.42857142857143,5.345224838248488,74,0,1008.375,1714.9850096526598,5885,0,81.5,115.25840533340724,163,0,1228.6153846153848,1842.494800465822,5885,2,0,0,0,16,1,13,0,1,0,0,0,2,1,0,0,1,0,0,0,14,0,13,0,TLS.Google,Web,0,6,play.google.com,9cc0261a3e48eee715d4506ea270d356,,,
23,23,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,39188,209.85.233.138,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354037980,1680354049617,11637,17,1499,1680354037980,1680354038081,101,3,723,1680354038081,1680354049617,11536,14,776,54,88.17647058823526,127.70289507980898,583,66,241.0,296.2076974016712,583,54,55.42857142857143,5.345224838248488,74,0,727.3125,1259.3910549017992,4461,0,50.5,71.4177848998413,101,0,887.3846153846154,1354.2418874571815,4461,2,0,0,0,16,1,13,0,1,0,0,0,2,1,0,0,1,0,0,0,14,0,13,0,TLS.Google,Web,0,6,play.google.com,a99227f8ee7ef191fbd2d6d865b4342f,,,
24,24,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,57094,64.233.164.198,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354042081,1680354059858,17777,19,1607,1680354042081,1680354042558,477,3,723,1680354042558,1680354059858,17300,16,884,54,84.57894736842103,120.880710615178,583,66,241.0,296.2076974016712,583,54,55.25,5.0,74,0,987.6111111111112,1908.668311211307,7210,0,238.5,337.2899346259832,477,0,1153.3333333333333,2058.220752656689,7210,2,0,0,0,18,1,15,0,1,0,0,0,2,1,0,0,1,0,0,0,16,0,15,0,TLS.YouTube,Media,0,6,yt3.ggpht.com,0928f2334cd4e3a33df43a6768825ff8,,,
25,25,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,52129,192.168.51.147,12:79:72:a1:d2:ef,12:79:72,53,17,4,0,0,1680354042588,1680354042700,112,2,291,1680354042588,1680354042588,0,1,99,1680354042700,1680354042700,0,1,192,99,145.5,65.76093065034893,192,99,99.0,0.0,99,192,192.0,0.0,192,112,112.0,0.0,112,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.YouTube,Network,0,6,rr8---sn-8ph2xajvh-gv8l.googlevideo.com,,,,
26,26,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,57114,64.233.164.198,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354043983,1680354058881,14898,19,1607,1680354043983,1680354044080,97,3,723,1680354044080,1680354058881,14801,16,884,54,84.57894736842103,120.880710615178,583,66,241.0,296.2076974016712,583,54,55.25,5.0,74,0,827.6666666666666,1431.939532078576,4578,0,48.5,68.58935777509511,97,0,986.7333333333332,1525.3616183274926,4578,2,0,0,0,18,1,15,0,1,0,0,0,2,1,0,0,1,0,0,0,16,0,15,0,TLS.YouTube,Media,0,6,yt3.ggpht.com,681438004336f8b08ea6d28292a1402c,,,
27,27,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,35424,64.233.164.198,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354048545,1680354066182,17637,20,1661,1680354048545,1680354048623,78,3,723,1680354048623,1680354066182,17559,17,938,54,83.04999999999997,117.85516311848288,583,66,241.0,296.2076974016712,583,54,55.1764705882353,4.85071250072666,74,0,928.2631578947368,1937.1056542660428,7440,0,39.0,55.15432893255071,78,0,1097.4375,2075.870868454972,7440,2,0,0,0,19,1,16,0,1,0,0,0,2,1,0,0,1,0,0,0,17,0,16,0,TLS.YouTube,Media,0,6,yt3.ggpht.com,cd5b9c2d9c769e035d4a44ba1cd35578,,,
28,28,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,35444,64.233.164.198,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354048748,1680354067258,18510,20,1661,1680354048748,1680354048809,61,3,723,1680354048809,1680354067258,18449,17,938,54,83.04999999999997,117.85516311848288,583,66,241.0,296.2076974016712,583,54,55.1764705882353,4.85071250072666,74,0,974.2105263157896,2115.399399613,8358,0,30.5,43.1335136523794,61,0,1153.0625,2270.161946315725,8358,2,0,0,0,19,1,16,0,1,0,0,0,2,1,0,0,1,0,0,0,17,0,16,0,TLS.YouTube,Media,0,6,yt3.ggpht.com,2f26687de28584c03b7d76ad43c7bb36,,,
29,29,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,35464,64.233.164.198,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354054546,1680354066746,12200,19,1607,1680354054546,1680354054675,129,3,723,1680354054674,1680354066746,12072,16,884,54,84.57894736842103,120.880710615178,583,66,241.0,296.2076974016712,583,54,55.25,5.0,74,0,677.7777777777777,1204.739637752175,4101,1,64.5,89.80256121069154,128,0,804.8,1287.6063728595673,4101,2,0,0,0,18,1,15,0,1,0,0,0,2,1,0,0,1,0,0,0,16,0,15,0,TLS.YouTube,Media,0,6,yt3.ggpht.com,748e3925625a6765e2e215bf5b5e1830,,,
30,30,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,55924,194.186.112.237,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354055420,1680354057406,1986,813,1110802,1680354055420,1680354057406,1986,333,31903,1680354055455,1680354057406,1951,480,1078899,54,1366.3001230012308,1227.3454809138652,4230,54,95.8048048048048,190.02068936429765,1454,66,2247.706249999999,792.4153499323792,4230,0,2.4458128078817745,10.654801905910247,198,0,5.981927710843379,22.019346860246745,266,0,4.073068893528181,14.025711789060985,198,2,0,0,0,716,389,96,1,1,0,0,0,236,12,96,1,1,0,0,0,480,377,0,0,TLS.YouTube,Media,0,6,rr2---sn-8ph2xajvh-gv8l.googlevideo.com,a46d08d712cebe38e777643ba087e6b6,eb1d94daa7e0344597e756a1fb6e7054,,
31,31,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,45894,64.233.164.198,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354055807,1680354074472,18665,20,1661,1680354055807,1680354055891,84,3,723,1680354055891,1680354074472,18581,17,938,54,83.04999999999997,117.85516311848288,583,66,241.0,296.2076974016712,583,54,55.1764705882353,4.85071250072666,74,0,982.3684210526316,2165.3076817683777,8496,0,42.0,59.39696961966999,84,0,1161.3125,2325.862355306808,8496,2,0,0,0,19,1,16,0,1,0,0,0,2,1,0,0,1,0,0,0,17,0,16,0,TLS.YouTube,Media,0,6,yt3.ggpht.com,a3999267ed0f7e9de4678e0d6ff2909a,,,
32,32,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,45924,64.233.164.198,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354057537,1680354075182,17645,20,1661,1680354057537,1680354057633,96,3,723,1680354057632,1680354075182,17550,17,938,54,83.04999999999997,117.85516311848288,583,66,241.0,296.2076974016712,583,54,55.1764705882353,4.85071250072666,74,0,928.6842105263156,1943.4661490529288,7480,1,48.0,66.46803743153546,95,0,1096.875,2083.5018558507054,7480,2,0,0,0,19,1,16,0,1,0,0,0,2,1,0,0,1,0,0,0,17,0,16,0,TLS.YouTube,Media,0,6,yt3.ggpht.com,a47280416a16a348924ff88069bc4ce4,,,
33,33,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,45768,173.194.2.96,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354057672,1680354058264,592,151,204343,1680354057672,1680354058264,592,61,6759,1680354057757,1680354058264,507,90,197584,66,1353.2649006622514,1237.5645960352224,4230,66,110.80327868852456,208.6442602191692,1454,66,2195.3777777777777,881.3469081663203,4230,0,3.946666666666666,15.523001623988334,122,0,9.866666666666664,31.589242250942014,223,0,5.696629213483149,18.300772769564347,122,2,0,0,0,150,74,0,0,1,0,0,0,60,4,0,0,1,0,0,0,90,70,0,0,TLS.YouTube,Media,0,6,rr14---sn-n8v7sney.googlevideo.com,c1cf7ea92ffc56ad936e220f74ad4bd2,eb1d94daa7e0344597e756a1fb6e7054,,
34,34,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,45944,64.233.164.198,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680354058561,1680354071640,13079,19,1607,1680354058561,1680354058742,181,3,723,1680354058742,1680354071640,12898,16,884,54,84.57894736842103,120.880710615178,583,66,241.0,296.2076974016712,583,54,55.25,5.0,74,0,726.6111111111111,1240.5866325293275,3896,0,90.5,127.9863273947651,181,0,859.8666666666668,1324.0620327864806,3896,2,0,0,0,18,1,15,0,1,0,0,0,2,1,0,0,1,0,0,0,16,0,15,0,TLS.YouTube,Media,0,6,yt3.ggpht.com,897a5d79a1cfe5112c6c0bedac687a27,,,
35,35,0,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,36102,5.255.255.77,12:79:72:a1:d2:ef,12:79:72,443,6,4,0,0,1680353985008,1680354077266,92258,8,528,1680353985008,1680354077168,92160,4,264,1680353985253,1680354077266,92013,4,264,66,66.0,0.0,66,66,66.0,0.0,66,66,66.0,0.0,66,0,13179.714285714286,19859.14273673703,45007,8334,30720.0,19672.281718194256,45252,8282,30671.0,19650.67258390918,45059,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,TLS,Web,1,1,,,,,
36,36,0,64.233.164.198,12:79:72:a1:d2:ef,12:79:72,443,192.168.51.233,30:c9:ab:c2:08:7b,30:c9:ab,36270,6,4,0,0,1680353985256,1680353985256,0,1,54,1680353985256,1680353985256,0,1,54,0,0,0,0,0,54,54.0,0.0,54,54,54.0,0.0,54,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,TLS,Web,1,1,,,,,
