,id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
10,10,0,142.251.1.94,00:00:00:00:00:00,00:00:00,443,10.42.0.168,00:00:00:00:00:00,00:00:00,43248,6,4,0,0,1680958320746,1680958320804,58,4,345,1680958320746,1680958320802,56,2,209,1680958320750,1680958320804,54,2,136,68,86.25,36.5,141,68,104.5,51.61879502661797,141,68,68.0,0.0,68,2,19.333333333333336,28.307831660749528,52,56,56.0,0.0,56,54,54.0,0.0,54,0,0,0,0,4,1,0,2,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,TLS,Web,0,6,,,,,
11,11,0,10.42.0.168,00:00:00:00:00:00,00:00:00,49252,64.233.162.95,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958321289,1680958332267,10978,6,481,1680958321289,1680958332267,10978,3,204,1680958321365,1680958332266,10901,3,277,68,80.16666666666666,29.802125203862,141,68,68.0,0.0,68,68,92.33333333333331,42.14656965084268,141,1,2195.6,4810.666513072799,10801,73,5489.0,7659.380653812683,10905,100,5450.5,7566.749665477245,10801,0,0,0,0,6,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,3,1,0,1,TLS,Web,0,6,,,,,
12,12,0,64.233.162.94,00:00:00:00:00:00,00:00:00,443,10.42.0.168,00:00:00:00:00:00,00:00:00,38488,6,4,0,0,1680958321377,1680958321455,78,4,345,1680958321377,1680958321442,65,2,209,1680958321382,1680958321455,73,2,136,68,86.25,36.5,141,68,104.5,51.61879502661797,141,68,68.0,0.0,68,5,26.0,29.715315916207253,60,65,65.0,0.0,65,73,73.0,0.0,73,0,0,0,0,4,1,0,2,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,TLS,Web,0,6,,,,,
13,13,0,192.168.205.214,00:00:00:00:00:00,00:00:00,34814,188.114.98.233,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958321410,1680958446854,125444,11,787,1680958321410,1680958446764,125354,5,340,1680958321502,1680958446854,125352,6,447,68,71.54545454545453,11.75894243853278,107,68,68.0,0.0,68,68,74.5,15.921683328090658,107,2,12544.399999999998,20425.51483480078,46878,6,31338.5,21786.802190010967,46970,5,25070.4,23471.64124640627,46977,0,0,0,0,11,1,0,2,0,0,0,0,5,0,0,1,0,0,0,0,6,1,0,1,TLS,Web,0,6,,,,,
14,14,0,192.168.205.214,00:00:00:00:00:00,00:00:00,58834,209.85.233.136,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958321410,1680958332735,11325,6,481,1680958321410,1680958332735,11325,3,204,1680958321484,1680958332724,11240,3,277,68,80.16666666666666,29.802125203862,141,68,68.0,0.0,68,68,92.33333333333331,42.14656965084268,141,3,2265.0,4975.918960352952,11166,82,5662.5,7892.018784823057,11243,74,5620.0,7843.228416921185,11166,0,0,0,0,6,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,3,1,0,1,TLS,Web,0,6,,,,,
15,15,0,192.168.205.214,00:00:00:00:00:00,00:00:00,47180,64.233.161.104,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958321410,1680958332121,10711,6,481,1680958321410,1680958332121,10711,3,204,1680958321496,1680958332115,10619,3,277,68,80.16666666666666,29.802125203862,141,68,68.0,0.0,68,68,92.33333333333331,42.14656965084268,141,6,2142.2,4672.265210794439,10500,86,5355.5,7452.198366925024,10625,119,5309.5,7340.47549549755,10500,0,0,0,0,6,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,3,1,0,1,TLS,Web,0,6,,,,,
16,16,0,10.42.0.168,00:00:00:00:00:00,00:00:00,39844,149.154.167.51,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958324004,1680958482860,158856,58,7869,1680958324004,1680958482860,158856,29,3966,1680958324092,1680958482843,158751,29,3903,68,135.67241379310343,78.84770751287762,365,68,136.75862068965515,101.03346516745748,365,68,134.58620689655172,49.454537016608434,173,0,2786.947368421053,6077.576192215154,28381,0,5673.4285714285725,7821.560507500199,28650,0,5669.6785714285725,7784.610801915635,28381,0,0,0,0,58,29,0,0,0,0,0,0,29,10,0,0,0,0,0,0,29,19,0,0,TLS,Web,1,1,,,,,
17,17,0,10.42.0.168,00:00:00:00:00:00,00:00:00,48424,64.233.165.95,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958327454,1680958327524,70,2,124,1680958327454,1680958327454,0,1,68,1680958327524,1680958327524,0,1,56,56,62.0,8.48528137423857,68,68,68.0,0.0,68,56,56.0,0.0,56,70,70.0,0.0,70,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,TLS,Web,1,1,,,,,
18,18,0,192.168.205.214,00:00:00:00:00:00,00:00:00,41110,64.233.165.155,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958330279,1680958349677,19398,16,1477,1680958330279,1680958330473,194,3,729,1680958330358,1680958349677,19319,13,748,56,92.31249999999996,131.57695783583588,585,68,243.0,296.2076974016712,585,56,57.53846153846154,5.547001962252291,76,0,1293.1999999999998,2531.9902166364814,9072,0,97.0,137.17871555019022,194,0,1609.9166666666663,2759.319825883754,9072,2,0,0,0,15,1,12,0,1,0,0,0,2,1,0,0,1,0,0,0,13,0,12,0,TLS.Google,Advertisement,0,6,googleads.g.doubleclick.net,c492f481d8e6045eaa5aa6541d7b962e,,,
19,19,0,192.168.205.214,00:00:00:00:00:00,00:00:00,40304,34.104.35.123,00:00:00:00:00:00,00:00:00,80,6,4,0,0,1680958331734,1680958469057,137323,8,544,1680958331734,1680958468966,137232,4,272,1680958331835,1680958469057,137222,4,272,68,68.0,0.0,68,68,68.0,0.0,68,68,68.0,0.0,68,91,19617.571428571428,24345.000786315744,46901,45104,45744.0,1094.6853429182288,47008,45091,45740.66666666666,1108.841888338158,47021,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,HTTP,Web,1,1,,,,,
20,20,0,192.168.205.214,00:00:00:00:00:00,00:00:00,50360,64.233.164.101,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958332129,1680958349660,17531,18,1589,1680958332129,1680958332191,62,3,729,1680958332190,1680958349660,17470,15,860,56,88.27777777777774,124.1516177220681,585,68,243.0,296.2076974016712,585,56,57.333333333333336,5.163977794943222,76,0,1031.235294117647,2008.620625249196,7362,1,31.0,42.42640687119285,61,0,1247.857142857143,2163.115340896545,7362,2,0,0,0,17,1,14,0,1,0,0,0,2,1,0,0,1,0,0,0,15,0,14,0,TLS.Google,Web,0,6,play.google.com,742ff44a0541bd57ec50f8d3dab3e0c3,,,
21,21,0,192.168.205.214,00:00:00:00:00:00,00:00:00,39130,64.233.165.100,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958335619,1680958345226,9607,6,481,1680958335619,1680958345226,9607,3,204,1680958335690,1680958344886,9196,3,277,68,80.16666666666666,29.802125203862,141,68,68.0,0.0,68,68,92.33333333333331,42.14656965084268,141,71,1921.4,3964.1971822804176,9010,421,4803.5,6197.790937100089,9186,186,4598.0,6239.510237190096,9010,0,0,0,0,6,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,3,1,0,1,TLS,Web,0,6,,,,,
22,22,0,192.168.205.214,00:00:00:00:00:00,00:00:00,59534,142.251.1.119,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958335619,1680958343804,8185,6,481,1680958335619,1680958343804,8185,3,204,1680958335685,1680958343802,8117,3,277,68,80.16666666666666,29.802125203862,141,68,68.0,0.0,68,68,92.33333333333331,42.14656965084268,141,2,1637.0,3587.336337730266,8054,61,4092.5,5701.401976707132,8124,63,4058.5,5650.490288461701,8054,0,0,0,0,6,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,3,1,0,1,TLS,Web,0,6,,,,,
23,23,0,192.168.205.214,00:00:00:00:00:00,00:00:00,54286,142.250.150.94,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958337680,1680958337765,85,2,124,1680958337680,1680958337680,0,1,68,1680958337765,1680958337765,0,1,56,56,62.0,8.48528137423857,68,68,68.0,0.0,68,56,56.0,0.0,56,85,85.0,0.0,85,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,TLS,Web,1,1,,,,,
24,24,0,192.168.205.214,00:00:00:00:00:00,00:00:00,55858,93.158.134.119,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958343998,1680958479235,135237,14,952,1680958343998,1680958479182,135184,7,476,1680958344051,1680958479235,135184,7,476,68,68.0,0.0,68,68,68.0,0.0,68,68,68.0,0.0,68,0,10402.846153846156,15103.45732410383,41249,3807,22530.666666666664,14871.955253653325,41249,3754,22530.666666666668,14881.318377975342,41306,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,TLS,Web,1,1,,,,,
25,25,0,10.42.0.168,00:00:00:00:00:00,00:00:00,39216,10.42.0.1,00:00:00:00:00:00,00:00:00,53,17,4,0,0,1680958374621,1680958374655,34,2,192,1680958374621,1680958374621,0,1,88,1680958374655,1680958374655,0,1,104,88,96.0,11.31370849898476,104,88,88.0,0.0,88,104,104.0,0.0,104,34,34.0,0.0,34,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Network,0,6,ssl.gstatic.com,,,,
26,26,0,127.0.0.1,00:00:00:00:00:00,00:00:00,28641,127.0.0.53,00:00:00:00:00:00,00:00:00,53,17,4,0,0,1680958374621,1680958374655,34,2,192,1680958374621,1680958374621,0,1,88,1680958374655,1680958374655,0,1,104,88,96.0,11.31370849898476,104,88,88.0,0.0,88,104,104.0,0.0,104,34,34.0,0.0,34,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Network,0,6,ssl.gstatic.com,,,,
27,27,0,192.168.205.214,00:00:00:00:00:00,00:00:00,60490,64.233.164.101,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958401127,1680958419741,18614,18,1589,1680958401127,1680958401200,73,3,729,1680958401199,1680958419741,18542,15,860,56,88.27777777777774,124.1516177220681,585,68,243.0,296.2076974016712,585,56,57.333333333333336,5.163977794943222,76,0,1094.9411764705883,2254.885791747229,8462,1,36.5,50.20458146424488,72,0,1324.4285714285716,2436.4352179831444,8462,2,0,0,0,17,1,14,0,1,0,0,0,2,1,0,0,1,0,0,0,15,0,14,0,TLS.Google,Web,0,6,play.google.com,8756d80197614b244ecd8dcbace11408,,,
28,28,0,127.0.0.1,00:00:00:00:00:00,00:00:00,42488,127.0.0.1,00:00:00:00:00:00,00:00:00,4369,6,4,0,0,1680958406684,1680958406699,15,10,739,1680958406684,1680958406699,15,6,453,1680958406684,1680958406699,15,4,286,68,73.9,11.4741254810794,105,68,75.5,14.802026888233922,105,68,71.5,4.123105625617661,76,0,1.6666666666666667,4.636809247747852,14,0,3.0,6.164414002968976,14,0,5.0,7.810249675906654,14,2,0,0,0,9,2,0,2,1,0,0,0,5,1,0,1,1,0,0,0,4,1,0,1,Unknown,Unspecified,0,0,,,,,
29,29,0,10.42.0.168,00:00:00:00:00:00,00:00:00,57722,64.233.164.138,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958434096,1680958452386,18290,18,1589,1680958434096,1680958434202,106,3,729,1680958434192,1680958452386,18194,15,860,56,88.27777777777774,124.1516177220681,585,68,243.0,296.2076974016712,585,56,57.333333333333336,5.163977794943222,76,0,1075.8823529411766,2153.9609119698803,8119,0,53.0,74.95331880577403,106,0,1299.5714285714284,2324.758241005047,8119,2,0,0,0,17,1,14,0,1,0,0,0,2,1,0,0,1,0,0,0,15,0,14,0,TLS.Google,Web,0,6,play.google.com,0aa9917a6bb0cb36f3f76e413ec441a0,,,
30,30,0,10.42.0.168,00:00:00:00:00:00,00:00:00,57742,64.233.164.138,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958434348,1680958454302,19954,17,1533,1680958434348,1680958434513,165,3,729,1680958434408,1680958454302,19894,14,804,56,90.17647058823526,127.70289507980898,585,68,243.0,296.2076974016712,585,56,57.42857142857143,5.345224838248488,76,0,1247.125,2638.340687502911,9691,0,82.5,116.67261889578036,165,0,1530.3076923076924,2870.418592720563,9691,2,0,0,0,16,1,13,0,1,0,0,0,2,1,0,0,1,0,0,0,14,0,13,0,TLS.Google,Web,0,6,play.google.com,756329761ab286253e097399abee63c6,,,
31,31,0,192.168.205.214,00:00:00:00:00:00,00:00:00,60910,64.233.164.101,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958448127,1680958466637,18510,18,1589,1680958448127,1680958448196,69,3,729,1680958448196,1680958466637,18441,15,860,56,88.27777777777774,124.1516177220681,585,68,243.0,296.2076974016712,585,56,57.333333333333336,5.163977794943222,76,0,1088.8235294117646,2214.6249466696986,8335,0,34.5,48.79036790187178,69,0,1317.2142857142858,2391.1959086671204,8335,2,0,0,0,17,1,14,0,1,0,0,0,2,1,0,0,1,0,0,0,15,0,14,0,TLS.Google,Web,0,6,play.google.com,b1da20b2f159095008b334d2f3fa62c7,,,
32,32,0,192.168.205.214,00:00:00:00:00:00,00:00:00,60920,64.233.164.101,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958448280,1680958465982,17702,18,1589,1680958448280,1680958448353,73,3,729,1680958448352,1680958465982,17630,15,860,56,88.27777777777774,124.1516177220681,585,68,243.0,296.2076974016712,585,56,57.333333333333336,5.163977794943222,76,0,1041.2941176470588,2062.264433962879,7571,1,36.5,50.20458146424488,72,0,1259.2857142857142,2223.5404695620496,7571,2,0,0,0,17,1,14,0,1,0,0,0,2,1,0,0,1,0,0,0,15,0,14,0,TLS.Google,Web,0,6,play.google.com,95b82dfd70cfe4dce70e9d7d3ce88bf6,,,
33,33,0,64.233.165.194,00:00:00:00:00:00,00:00:00,443,192.168.205.214,00:00:00:00:00:00,00:00:00,55431,17,4,0,0,1680958311698,1680958485392,173694,685,73867,1680958311698,1680958485392,173694,358,37877,1680958311715,1680958485299,173584,327,35990,73,107.83503649635028,130.20177974594597,755,73,105.80167597765364,110.60912224746248,585,73,110.06116207951072,148.86831559747512,755,0,253.93859649122783,545.116951763232,6337,0,486.5378151260504,718.507294614546,6337,0,532.4662576687116,747.7423767146511,6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
34,34,0,127.0.0.1,00:00:00:00:00:00,00:00:00,11766,127.0.0.53,00:00:00:00:00:00,00:00:00,53,17,4,0,0,1680958463132,1680958463177,45,2,250,1680958463132,1680958463132,0,1,77,1680958463177,1680958463177,0,1,173,77,125.0,67.88225099390856,173,77,77.0,0.0,77,173,173.0,0.0,173,45,45.0,0.0,45,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Network,0,6,play.google.com,,,,
35,35,0,10.42.0.168,00:00:00:00:00:00,00:00:00,50192,173.194.73.95,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958315146,1680958452367,137221,8,544,1680958315146,1680958452298,137152,4,272,1680958315209,1680958452367,137158,4,272,68,68.0,0.0,68,68,68.0,0.0,68,68,68.0,0.0,68,63,19603.0,24367.58434888448,46652,45054,45717.333333333336,893.9985085744447,46734,45056,45719.333333333336,882.5578356874588,46721,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,TLS,Web,1,1,,,,,
36,36,0,192.168.205.214,00:00:00:00:00:00,00:00:00,36094,64.233.164.102,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958463182,1680958481614,18432,18,1589,1680958463182,1680958463259,77,3,729,1680958463259,1680958481614,18355,15,860,56,88.27777777777774,124.1516177220681,585,68,243.0,296.2076974016712,585,56,57.333333333333336,5.163977794943222,76,0,1084.235294117647,2189.71931789818,8247,0,38.5,54.44722215136416,77,0,1311.0714285714284,2363.6983884219603,8247,2,0,0,0,17,1,14,0,1,0,0,0,2,1,0,0,1,0,0,0,15,0,14,0,TLS.Google,Web,0,6,play.google.com,4618b679f561e2b73d832d9a16863099,,,
37,37,0,10.42.0.168,00:00:00:00:00:00,00:00:00,50602,64.233.164.94,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958317215,1680958329802,12587,8,629,1680958317215,1680958329731,12516,4,272,1680958317285,1680958329802,12517,4,357,68,78.62499999999999,25.55071986685083,141,68,68.0,0.0,68,68,89.25,34.96069221282668,141,3,1798.142857142857,4487.366504182285,11973,3,4172.0,6979.836889211667,12230,244,4172.333333333333,6755.633525683089,11973,0,0,0,0,8,1,0,3,0,0,0,0,4,0,0,2,0,0,0,0,4,1,0,1,TLS,Web,0,6,,,,,
38,38,0,192.168.205.214,00:00:00:00:00:00,00:00:00,36234,64.233.164.102,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958472414,1680958482534,10120,17,1533,1680958472414,1680958472470,56,3,729,1680958472470,1680958482534,10064,14,804,56,90.17647058823526,127.70289507980898,585,68,243.0,296.2076974016712,585,56,57.42857142857143,5.345224838248488,76,0,632.5,1167.7170319331078,4290,0,28.0,39.59797974644666,56,0,774.1538461538462,1260.29512721914,4290,2,0,0,0,16,1,13,0,1,0,0,0,2,1,0,0,1,0,0,0,14,0,13,0,TLS.Google,Web,0,6,play.google.com,5c9159b108b6e31fe60a5e98c64d1bb6,,,
39,39,0,192.168.205.214,00:00:00:00:00:00,00:00:00,49440,108.177.14.84,00:00:00:00:00:00,00:00:00,443,6,4,0,0,1680958317223,1680958329035,11812,6,481,1680958317223,1680958329035,11812,3,204,1680958317290,1680958328906,11616,3,277,68,80.16666666666666,29.802125203862,141,68,68.0,0.0,68,68,92.33333333333331,42.14656965084268,141,14,2362.4,5122.770471141568,11526,205,5906.0,8062.431519089015,11607,90,5808.0,8086.473149649358,11526,0,0,0,0,6,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,3,1,0,1,TLS,Web,0,6,,,,,
